id,f0,f1,f2,product
txEyH,0.7057449842080644,-0.4978225001976334,1.22116994843607,105.28006184349583
2acmU,1.3347112926051892,-0.3401642528583136,4.3650803324282,73.03775026515737
409Wp,1.0227322634721168,0.15199044457022945,1.4199262386740652,85.26564713099945
iJLyR,-0.03217162450743976,0.13903270818447744,2.9785659663204838,168.62077555509563
Xdl7t,1.988431059439699,0.15541267777667178,4.751769119262962,154.03664673738086
wX4Hy,0.969570398523496,0.4897745183978062,-0.7353830513108188,64.74154054955916
tL6pL,0.6450753012816539,0.5306555646164384,1.7802659748244345,49.055285490489865
BYPU6,-0.4006482010652971,0.8083366931319449,-5.624669549319089,72.94329245802855
j9Oui,0.6431053405578971,-0.5515830378045372,2.3721408323522053,113.35615977074353
OLuZU,2.173381279570848,0.5636983972100131,9.441852185274016,127.91094482981194
b8WQ6,0.3710659609465551,-0.036584628301206464,0.009208006865026652,70.32661719283473
1YYm1,0.015920433363509262,1.0627292925511107,-0.722247810633184,45.11038060424074
zIYPq,-0.27647566984733524,0.9248654140099944,0.0955839229185067,89.15867792673166
iqTqq,0.21269588769869607,-0.11114718238203694,5.77009462729371,164.2985196805963
Ct5yY,-0.018577582963066053,0.1875162618594568,2.9446834317702986,158.6337202083128
Q77WQ,1.3245655937921617,-0.4191487112228455,-4.097428716179256,60.67787568700707
6vJcD,-0.0002467872186046535,0.36014601932096,0.7941154552423724,163.14398734196786
AgRR6,0.3809134236383935,1.11455757114043,0.9923772251014618,125.94254262148827
tgSSC,0.16002104950248952,0.7881506414075552,7.629164343005883,113.79356558658382
s2g8E,0.5930775254208465,-0.41496377442358295,-0.7157743121319864,28.207977993558035
94tLD,-1.1157334941376682,0.15329613965171549,4.068512830133295,117.30636009020824
x4axC,0.9959595999556772,-0.5557280365286713,6.539600754792602,78.26887668045126
MlCYx,0.8769672892014722,-0.5243799483749689,7.769193674021825,94.95982401388973
vYLce,1.827189235954515,-0.1310375872215361,-0.2140820139767401,87.28063155876532
RyD7G,0.27903518482166795,-0.1614391092200088,9.234608507415407,123.12603022676146
HgCfr,0.004997552909852165,1.1078789248684202,2.3594058051510247,153.99815805233618
DoIei,2.166657363454961,0.1755989074109303,-0.09655512951897016,84.54099502843277
6Gdw6,0.12743107789480793,0.14262358873422956,2.7896335191994366,142.43795631646904
gjrQG,-0.4645239692071224,1.058439333867789,0.3565649504723541,28.757162112259916
bkKez,-0.20740924040652806,1.0450245774432398,-0.4305386165856993,138.72197784084065
jnQyF,-1.1264008565387975,0.007045694962210925,-0.6575484138147529,87.0782105677119
t86xZ,0.9217261276973072,0.4052402480023108,4.523189301885552,89.02146033072128
lSO9H,-1.1575035649035144,0.3624535989153094,3.083785829155439,131.46877802546874
kkBK1,0.05046419752551595,1.1306221721789558,1.8151508769727611,67.04817180074633
Gbj0z,1.7039260285369615,0.036314322145331236,4.88456862615376,34.913885401917724
ZKRFP,-0.3764358890511719,0.9443006547267764,3.3145381843562736,127.4940500963271
ZyXT7,-0.092077027522814,-0.013742686850348532,6.6710859767487145,90.48355392480406
TdSKv,1.1335328918466223,-0.04846472630179617,3.2105870356407893,126.83823901898393
R9ocw,0.5695492478796222,-0.4475797679199486,3.11416046319774,76.7711343019481
Fo4B8,1.6891613018876228,-0.2507392231663874,3.0647101525691065,114.33544458456267
PXZCd,0.3647935481026997,0.8455599124352032,5.183733533597577,104.65318022434364
u8Y1U,0.595682503249352,-0.38726995476430265,6.572725416110165,165.8187280841226
3TANG,-0.4435250706717285,0.5986542258372289,2.5382316438079813,60.549433220955926
nCqKF,0.5281738097140655,0.7670721686238956,6.318515101894263,61.335114641574215
Qq9CO,0.1348651370590065,0.016114424693173222,1.3928300619880358,135.19726445284314
brqzz,1.900075861617176,0.062368792831413875,2.783303823250649,110.0936154291338
MI4Nr,0.5898347662469602,0.9010550693768667,-2.7301174049492114,63.40885650634039
978oy,0.7515555729098099,0.13123407312347607,-1.559418552955673,15.71597468740132
w6xb4,0.5050523845818625,1.0968421116886844,5.3626100685860765,143.93524744615684
X0eqC,0.7221042694888642,-0.5775731636905921,0.3015765704415771,62.549647841434286
2pnAs,1.0071160233795604,0.09173401959121308,6.0078245786657485,117.25260721749815
VluBu,0.21150839900033308,1.0874946082716903,4.8992771985741115,74.36193566419169
dydBa,0.9670692615610578,0.2145513616680352,2.5525949007445057,18.522376377571874
CslzZ,-0.8628275042809029,0.4478061825451245,7.922039389260013,149.58192628455916
CtLdb,1.678708000527236,-0.19740073422240192,-1.2889673888484632,92.93796239316612
kNbyW,1.4710574299496126,-0.5397282384301374,-0.9898900185662094,87.69233909405769
P2LGU,-0.7237517926130422,0.8712932401468685,7.133944831209158,76.30575244060358
8pdd4,0.5631339575231685,-0.4315868117671179,2.531870891741768,142.80211599417618
So9YB,-0.9872061643138484,-0.007662766109074377,9.412948276742231,148.4145326429712
7qZov,1.5618715928479088,-0.28832993936322765,2.5031942694525635,86.33433742282018
F2uKY,1.8555933702504632,-0.10543000815872533,1.4770411498734999,110.00161197245475
tjgXy,1.2561003917892042,-0.3997509498380645,2.2589285795414504,125.8655922977782
kXGy9,-0.6002631380241438,0.9885809019739916,2.0088480194721936,102.85020912483142
0WHqb,-1.0512609867042713,0.25532933086846976,6.343110928478015,153.81304293206452
sfT7k,1.1685069298525184,0.3873430407707483,0.14826547098015566,120.31598433876493
EDOXV,1.5715552065300389,-0.129530005313357,2.3600124750947877,97.07113011721444
WdnTQ,1.8041918139108728,-0.045397500013355886,9.471972620744596,162.0999112947795
UdIUW,-0.7173925391459106,0.7733547809069461,-2.1899569210175702,62.82303435747156
7Ivop,-0.6305821920153118,1.154702421958294,0.2881217561176884,47.621021808748935
5GhWs,-0.4582867799215927,0.7244003470994689,-2.6996872398025715,35.74205536124965
FNNrY,0.0963410337321674,0.9396226165354188,1.8571906662468864,91.77951866772844
EyYt0,0.07994526229912317,0.307258230949202,-1.0295483336003943,47.24383479638753
DhiTZ,0.0050241908748040725,0.4020932383760317,5.550153007152996,56.67359625848805
jQ1H0,-0.8928225070823355,0.4707762512362239,3.507397405720788,37.09509708251025
qt3N3,-0.532583520635159,0.9102976948003584,3.4652425526134687,54.676609576593385
ldWPw,0.9304997065509396,0.4719500600174307,1.8770241040810247,129.50656217095803
yakdw,0.8848429829568052,0.05851553863468989,6.9564143138410035,160.39028839473235
Yiien,1.3929952357129518,-0.30766216702504945,2.58919602000766,133.15556902570736
J1qvF,-0.5744268396928721,0.7782906827761088,0.025959111931468604,84.42283798859643
oeTLA,0.9256958302701054,-0.5160189480948907,4.1623927497541215,128.7161113147004
xKWM3,-0.4951037880635849,0.8486486025904716,2.6054177203511153,3.928374969692584
SbvEW,0.8212806319679372,-0.4445709060353521,4.123990501884459,39.9792477917468
vP0qz,-0.04872340545423927,0.17348187205869184,6.682909837418537,99.35248413298179
9myDb,1.003313074673858,0.5717319683435454,4.759788716248544,75.45997471458841
czEnA,0.4696996523762529,0.8965667848896324,2.550237142315842,41.26622377474995
GX6Vr,2.0111237328677483,0.2489655754187753,-0.028268919380523005,136.06253696882789
COU6u,-0.3968591195786716,0.8720671415903036,-1.603567363669363,89.86104697787057
2Z7GA,-0.10118794714779507,0.1515744646496878,3.8239649301324055,28.094911200995533
NXQGl,2.1327779848444743,0.2178196791096484,0.5260729160506223,62.893611948201524
2RLhn,0.6035981066879734,-0.5429383553132108,4.402040372172175,149.99340040819783
pstPK,0.6960983097379791,-0.4707828787334185,2.5373320133710733,51.7467039554651
snsUN,-0.8674425544350614,0.2277437974542517,5.516376861628618,135.8771853968062
y6rzA,-0.8973683564204565,0.7681338215322312,0.423057736385669,62.502683797058864
fOja0,-0.7868704534632748,0.703556708262968,9.823287191129557,127.56765221737072
39Fwq,0.7236918702975704,-0.2318649840012833,7.392999370370454,169.20109477737256
